set_name,set_number,card_number,name,sub_name,rarity,cost,inkwell,ink_color,strength,willpower,lore,classifications,img
Rise of the Floodborn,2,108,Fidget,Ratigan's Henchman,Common,3,TRUE,Ruby,3,2,1,"['Dreamborn', 'Ally']",2-108-en-sp.webp
Rise of the Floodborn,2,111,Lady Tremaine,Overbearing Matriarch,Common,2,FALSE,Ruby,2,2,1,"['Storyborn', 'Villain']",2-111-en-sp.webp
Rise of the Floodborn,2,115,Minnie Mouse,Zipping Around,Common,2,TRUE,Ruby,3,2,1,"['Storyborn', 'Hero']",2-115-en-sp.webp
Rise of the Floodborn,2,117,Mulan,Soldier in Training,Common,4,FALSE,Ruby,4,3,1,"['Storyborn', 'Hero', 'Princess']",2-117-en-sp.webp
Rise of the Floodborn,2,122,Raya,Headstrong,Common,3,TRUE,Ruby,2,3,1,"['Storyborn', 'Hero', 'Princess']",2-122-en-sp.webp
Rise of the Floodborn,2,127,Tigger,One of a Kind,Common,3,TRUE,Ruby,3,3,1,"['Dreamborn', 'Tigger']",2-127-en-sp.webp
Rise of the Floodborn,2,129,Go the Distance,,Common,2,TRUE,Ruby,,,,[nan],2-129-en-sp.webp
Rise of the Floodborn,2,132,What Did You Call Me?,,Common,1,TRUE,Ruby,,,,[nan],2-132-en-sp.webp
Rise of the Floodborn,2,135,Peter Pan's Dagger,,Common,2,FALSE,Ruby,,,,[nan],2-135-en-sp.webp
Rise of the Floodborn,2,139,Basil,Of Baker Street,Common,2,TRUE,Sapphire,2,2,1,"['Dreamborn', 'Hero', 'Detective']",2-139-en-sp.webp
Rise of the Floodborn,2,140,Basil,Perceptive Investigator,Common,4,TRUE,Sapphire,3,4,2,"['Storyborn', 'Hero', 'Detective']",2-140-en-sp.webp
Rise of the Floodborn,2,144,Cruella De Vil,Fashionable Cruiser,Common,2,TRUE,Sapphire,3,2,1,"['Dreamborn', 'Villain']",2-144-en-sp.webp
Rise of the Floodborn,2,146,Duke Weaselton,Small-Time Crook,Common,2,TRUE,Sapphire,1,2,2,['Storyborn'],2-146-en-sp.webp
Rise of the Floodborn,2,150,James,Role Model,Common,4,FALSE,Sapphire,3,3,2,"['Storyborn', 'Mentor']",2-150-en-sp.webp
Rise of the Floodborn,2,151,Jasmine,Heir of Agrabah,Common,1,TRUE,Sapphire,1,2,1,"['Storyborn', 'Hero', 'Princess']",2-151-en-sp.webp
Rise of the Floodborn,2,156,Owl,Logical Lecturer,Common,1,TRUE,Sapphire,2,2,1,"['Storyborn', 'Ally']",2-156-en-sp.webp
Rise of the Floodborn,2,158,Rabbit,Reluctant Host,Common,5,TRUE,Sapphire,4,6,2,"['Storyborn', 'Ally']",2-158-en-sp.webp
Rise of the Floodborn,2,160,The Nokk,Water Spirit,Common,4,TRUE,Sapphire,4,3,1,['Storyborn'],2-160-en-sp.webp
Rise of the Floodborn,2,165,Nothing to Hide,,Common,1,TRUE,Sapphire,,,,[nan],2-165-en-sp.webp
Rise of the Floodborn,2,167,Gumbo Pot,,Common,2,TRUE,Sapphire,,,,[nan],2-167-en-sp.webp
Rise of the Floodborn,2,169,Pawpsicle,,Common,1,TRUE,Sapphire,,,,[nan],2-169-en-sp.webp
Rise of the Floodborn,2,171,Beast,Forbidding Recluse,Common,4,TRUE,Steel,3,4,1,"['Dreamborn', 'Hero', 'Prince']",2-171-en-sp.webp
Rise of the Floodborn,2,174,Benja,Guardian of the Dragon Gem,Common,3,TRUE,Steel,2,3,2,"['Storyborn', 'Mentor', 'King']",2-174-en-sp.webp
Rise of the Floodborn,2,176,Cinderella,Knight in Training,Common,2,TRUE,Steel,2,2,1,"['Dreamborn', 'Hero', 'Princess', 'Knight']",2-176-en-sp.webp
Rise of the Floodborn,2,178,Donald Duck,Deep-Sea Diver,Common,5,TRUE,Steel,6,5,1,"['Dreamborn', 'Hero']",2-178-en-sp.webp
Rise of the Floodborn,2,182,Hercules,Hero in Training,Common,2,TRUE,Steel,2,3,1,"['Storyborn', 'Hero', 'Prince']",2-182-en-sp.webp
Rise of the Floodborn,2,184,Jafar,Royal Vizier,Common,2,TRUE,Steel,3,2,1,"['Storyborn', 'Villain', 'Sorcerer']",2-184-en-sp.webp
Rise of the Floodborn,2,188,Magic Broom,Industrial Model,Common,3,TRUE,Steel,2,3,1,"['Dreamborn', 'Broom']",2-188-en-sp.webp
Rise of the Floodborn,2,191,Prince Naveen,Penniless Royal,Common,3,TRUE,Steel,4,3,1,"['Storyborn', 'Prince']",2-191-en-sp.webp
Rise of the Floodborn,2,197,Tiana,Diligent Waitress,Common,1,TRUE,Steel,1,3,1,"['Storyborn', 'Hero', 'Princess']",2-197-en-sp.webp
Rise of the Floodborn,2,198,Charge!,,Common,2,TRUE,Steel,,,,[nan],2-198-en-sp.webp
Rise of the Floodborn,2,199,Let the Storm Rage On,,Common,3,FALSE,Steel,,,,[nan],2-199-en-sp.webp
Rise of the Floodborn,2,202,Last Cannon,,Common,1,TRUE,Steel,,,,[nan],2-202-en-sp.webp
Shimmering Skies,5,4,Rutt,Northern Moose,Common,4,TRUE,Amber,3,4,1,"['Storyborn', 'Ally']",5-4-en-sp.webp
Shimmering Skies,5,5,Kenai,Big Brother,Common,2,TRUE,Amber,1,4,1,"['Storyborn', 'Hero']",5-5-en-sp.webp
Shimmering Skies,5,6,Vanellope von Schweetz,Sugar Rush Champ,Common,1,TRUE,Amber,2,2,1,"['Storyborn', 'Hero', 'Princess', 'Racer']",5-6-en-sp.webp
Shimmering Skies,5,7,Tuke,Northern Moose,Common,4,TRUE,Amber,4,4,1,"['Storyborn', 'Ally']",5-7-en-sp.webp
Shimmering Skies,5,8,Lilo,Junior Cake Decorator,Common,2,TRUE,Amber,1,3,1,"['Storyborn', 'Hero']",5-8-en-sp.webp
Shimmering Skies,5,9,Vanellope von Schweetz,Candy Mechanic,Common,2,TRUE,Amber,2,2,1,"['Dreamborn', 'Hero', 'Princess', 'Racer']",5-9-en-sp.webp
Shimmering Skies,5,10,"Fix-It Felix, Jr.",Trusty Builder,Common,3,TRUE,Amber,2,4,1,"['Storyborn', 'Hero']",5-10-en-sp.webp
Shimmering Skies,5,11,Gazelle,Pop Star,Common,3,TRUE,Amber,2,3,2,"['Storyborn', 'Ally']",5-11-en-sp.webp
Shimmering Skies,5,17,"Fix-It Felix, Jr.",Delighted Sightseer,Common,2,TRUE,Amber,1,3,1,"['Storyborn', 'Hero']",5-17-en-sp.webp
Shimmering Skies,5,24,Minnie Mouse,Compassionate Friend,Common,4,TRUE,Amber,1,5,2,"['Storyborn', 'Hero']",5-24-en-sp.webp
Shimmering Skies,5,26,Healing Touch,,Common,3,TRUE,Amber,,,,[nan],5-26-en-sp.webp
Shimmering Skies,5,30,Healing Decanter,,Common,2,TRUE,Amber,,,,[nan],5-30-en-sp.webp
Shimmering Skies,5,36,The Nokk,Mythical Spirit,Common,6,TRUE,Amethyst,5,5,1,"['Storyborn', 'Ally']",5-36-en-sp.webp
Shimmering Skies,5,37,Cogsworth,Illuminary Watchman,Common,1,TRUE,Amethyst,1,1,1,"['Dreamborn', 'Ally']",5-37-en-sp.webp
Shimmering Skies,5,38,Merlin,Turtle,Common,4,TRUE,Amethyst,3,3,2,"['Storyborn', 'Mentor', 'Sorcerer']",5-38-en-sp.webp
Shimmering Skies,5,39,Archimedes,Exasperated Owl,Common,3,TRUE,Amethyst,2,2,2,"['Storyborn', 'Ally']",5-39-en-sp.webp
Shimmering Skies,5,41,Earth Giant,Living Mountain,Common,4,TRUE,Amethyst,4,5,2,"['Storyborn', 'Ally']",5-41-en-sp.webp
Shimmering Skies,5,42,Gale,Wind Spirit,Common,3,TRUE,Amethyst,1,2,2,"['Storyborn', 'Ally']",5-42-en-sp.webp
Shimmering Skies,5,43,White Rabbit,Royal Herald,Common,3,TRUE,Amethyst,3,4,1,"['Storyborn', 'Ally']",5-43-en-sp.webp
Shimmering Skies,5,54,Maleficent,Vengeful Sorceress,Common,2,TRUE,Amethyst,2,2,2,"['Storyborn', 'Villain', 'Sorcerer']",5-54-en-sp.webp
Shimmering Skies,5,56,Anna,Eager Acolyte,Common,3,FALSE,Amethyst,1,3,1,"['Dreamborn', 'Hero', 'Queen']",5-56-en-sp.webp
Shimmering Skies,5,59,Hypnotic Strength,,Common,2,TRUE,Amethyst,,,,[nan],5-59-en-sp.webp
Shimmering Skies,5,62,Gathering Knowledge and Wisdom,,Common,2,FALSE,Amethyst,,,,[nan],5-62-en-sp.webp
Shimmering Skies,5,64,Retrosphere,,Common,1,TRUE,Amethyst,,,,[nan],5-64-en-sp.webp
Shimmering Skies,5,72,Zazu,Advisor to Mufasa,Common,5,TRUE,Emerald,3,5,2,"['Storyborn', 'Ally']",5-72-en-sp.webp
Shimmering Skies,5,73,Ulf,Mime,Common,4,TRUE,Emerald,4,3,2,"['Storyborn', 'Ally']",5-73-en-sp.webp
Shimmering Skies,5,74,Ed,Laughing Hyena,Common,3,FALSE,Emerald,2,3,1,"['Storyborn', 'Ally', 'Hyena']",5-74-en-sp.webp
Shimmering Skies,5,75,Flora,Good Fairy,Common,3,TRUE,Emerald,2,4,1,"['Storyborn', 'Ally', 'Fairy']",5-75-en-sp.webp
Shimmering Skies,5,76,Merryweather,Good Fairy,Common,1,TRUE,Emerald,1,2,1,"['Storyborn', 'Ally', 'Fairy']",5-76-en-sp.webp
Shimmering Skies,5,77,Robin Hood,Archery Contestant,Common,2,TRUE,Emerald,2,2,1,"['Storyborn', 'Hero']",5-77-en-sp.webp
Shimmering Skies,5,78,Fauna,Good Fairy,Common,5,TRUE,Emerald,3,7,2,"['Storyborn', 'Ally', 'Fairy']",5-78-en-sp.webp
Shimmering Skies,5,86,Clarabelle,Clumsy Guest,Common,1,TRUE,Emerald,1,2,1,"['Storyborn', 'Ally']",5-86-en-sp.webp
Shimmering Skies,5,87,Banzai,Taunting Hyena,Common,2,TRUE,Emerald,2,2,1,"['Storyborn', 'Ally', 'Hyena']",5-87-en-sp.webp
Shimmering Skies,5,94,Hypnotic Deduction,,Common,2,TRUE,Emerald,,,,[nan],5-94-en-sp.webp
Shimmering Skies,5,95,Night Howler Rage,,Common,3,TRUE,Emerald,,,,[nan],5-95-en-sp.webp
Shimmering Skies,5,99,Obscurosphere,,Common,1,TRUE,Emerald,,,,[nan],5-99-en-sp.webp
Shimmering Skies,5,108,Rancis Fluggerbutter,Chocolate Charger,Common,4,TRUE,Ruby,4,4,1,"['Storyborn', 'Ally', 'Racer']",5-108-en-sp.webp
Shimmering Skies,5,110,Snowanna Rainbeau,Cool Competitor,Common,3,FALSE,Ruby,2,4,1,"['Storyborn', 'Ally', 'Racer']",5-110-en-sp.webp
Shimmering Skies,5,111,Daisy Duck,Spotless Food-Fighter,Common,2,TRUE,Ruby,2,2,1,"['Storyborn', 'Hero']",5-111-en-sp.webp
Shimmering Skies,5,112,Mickey Mouse,Enthusiastic Dancer,Common,4,TRUE,Ruby,2,4,2,"['Dreamborn', 'Hero']",5-112-en-sp.webp
Shimmering Skies,5,113,Ratigan,Raging Rat,Common,3,TRUE,Ruby,1,5,1,"['Dreamborn', 'Villain']",5-113-en-sp.webp
Shimmering Skies,5,114,Taffyta Muttonfudge,Crowd Favorite,Common,1,TRUE,Ruby,1,2,1,"['Storyborn', 'Ally', 'Racer']",5-114-en-sp.webp
Shimmering Skies,5,120,Pete,Pastry Chomper,Common,3,TRUE,Ruby,4,3,1,"['Storyborn', 'Villain']",5-120-en-sp.webp
Shimmering Skies,5,122,Donald Duck,Daisy's Date,Common,3,TRUE,Ruby,2,4,1,"['Storyborn', 'Ally']",5-122-en-sp.webp
Shimmering Skies,5,125,Simba,Adventurous Successor,Common,1,FALSE,Ruby,2,1,1,"['Storyborn', 'Hero', 'Prince']",5-125-en-sp.webp
Shimmering Skies,5,127,Break Free,,Common,1,TRUE,Ruby,,,,[nan],5-127-en-sp.webp
Shimmering Skies,5,128,Evil Comes Prepared,,Common,2,TRUE,Ruby,,,,[nan],5-128-en-sp.webp
Shimmering Skies,5,132,Potion of Might,,Common,1,TRUE,Ruby,,,,[nan],5-132-en-sp.webp
Shimmering Skies,5,137,King Candy,Sovereign of Sugar,Common,1,TRUE,Sapphire,2,2,1,"['Storyborn', 'Villain', 'King', 'Racer']",5-137-en-sp.webp
Shimmering Skies,5,138,Chaca,Impressive Daughter,Common,4,TRUE,Sapphire,4,3,2,"['Storyborn', 'Ally']",5-138-en-sp.webp
Shimmering Skies,5,139,The Queen,Cruelest of All,Common,2,TRUE,Sapphire,0,4,1,"['Storyborn', 'Villain', 'Queen', 'Sorcerer']",5-139-en-sp.webp
Shimmering Skies,5,141,Prince John,Opportunistic Briber,Common,3,TRUE,Sapphire,1,5,1,"['Dreamborn', 'Villain', 'Prince']",5-141-en-sp.webp
Shimmering Skies,5,142,Merlin,Back from Bermuda,Common,4,TRUE,Sapphire,1,4,2,"['Storyborn', 'Mentor', 'Sorcerer']",5-142-en-sp.webp
Shimmering Skies,5,152,Minnie Mouse,Quick-Thinking Inventor,Common,1,FALSE,Sapphire,1,2,1,"['Dreamborn', 'Hero', 'Inventor']",5-152-en-sp.webp
Shimmering Skies,5,153,Basil,Practiced Detective,Common,1,TRUE,Sapphire,2,1,1,"['Storyborn', 'Hero', 'Detective']",5-153-en-sp.webp
Shimmering Skies,5,155,Donald Duck,Focused Flatfoot,Common,5,TRUE,Sapphire,3,4,2,"['Dreamborn', 'Hero', 'Detective']",5-155-en-sp.webp
Shimmering Skies,5,156,Tanana,Wise Woman,Common,2,TRUE,Sapphire,1,3,1,"['Storyborn', 'Ally']",5-156-en-sp.webp
Shimmering Skies,5,160,Vision of the Future,,Common,2,TRUE,Sapphire,,,,[nan],5-160-en-sp.webp
Shimmering Skies,5,162,Ever as Before,,Common,2,TRUE,Sapphire,,,,[nan],5-162-en-sp.webp
Shimmering Skies,5,165,Medal of Heroes,,Common,2,TRUE,Sapphire,,,,[nan],5-165-en-sp.webp
Shimmering Skies,5,173,Simba,Lost Prince,Common,3,TRUE,Steel,2,4,1,"['Storyborn', 'Hero', 'Prince']",5-173-en-sp.webp
Shimmering Skies,5,174,Rudy,Groove Disrupter,Common,1,TRUE,Steel,2,2,1,['Storyborn'],5-174-en-sp.webp
Shimmering Skies,5,175,Royal Guard,Bovine Protector,Common,4,TRUE,Steel,1,7,1,['Storyborn'],5-175-en-sp.webp
Shimmering Skies,5,176,Mickey Mouse,Food Fight Defender,Common,1,TRUE,Steel,1,2,1,"['Storyborn', 'Hero']",5-176-en-sp.webp
Shimmering Skies,5,178,Kronk,Unlicensed Investigator,Common,2,TRUE,Steel,1,4,1,"['Dreamborn', 'Ally']",5-178-en-sp.webp
Shimmering Skies,5,179,HeiHei,Protective Rooster,Common,5,TRUE,Steel,4,5,2,"['Dreamborn', 'Ally']",5-179-en-sp.webp
Shimmering Skies,5,180,Sneezy,Noisy Knight,Common,4,TRUE,Steel,3,4,1,"['Dreamborn', 'Ally', 'Knight', 'Seven Dwarfs']",5-180-en-sp.webp
Shimmering Skies,5,181,Dopey,Knight Apprentice,Common,3,TRUE,Steel,2,2,1,"['Dreamborn', 'Ally', 'Knight', 'Seven Dwarfs']",5-181-en-sp.webp
Shimmering Skies,5,191,Happy,Lively Knight,Common,1,TRUE,Steel,2,1,1,"['Dreamborn', 'Ally', 'Knight', 'Seven Dwarfs']",5-191-en-sp.webp
Shimmering Skies,5,197,When Will My Life Begin?,,Common,3,TRUE,Steel,,,,[nan],5-197-en-sp.webp
Shimmering Skies,5,198,Duck for Cover!,,Common,2,TRUE,Steel,,,,[nan],5-198-en-sp.webp
Shimmering Skies,5,200,Shield of Arendelle,,Common,1,TRUE,Steel,,,,[nan],5-200-en-sp.webp
The First Chapter,1,7,HeiHei,Boat Snack,Common,1,TRUE,Amber,1,2,1,"['Storyborn', 'Ally']",
The First Chapter,1,13,Minnie Mouse,Beloved Princess,Common,2,TRUE,Amber,2,3,1,"['Dreamborn', 'Princess']",1-13-en-sp.webp
The First Chapter,1,15,Mr. Smee,Loyal First Mate,Common,3,TRUE,Amber,2,5,1,"['Dreamborn', 'Ally', 'Pirate']",1-15-en-sp.webp
The First Chapter,1,17,Pumbaa,Friendly Warthog,Common,4,TRUE,Amber,3,5,1,"['Storyborn', 'Ally']",1-17-en-sp.webp
The First Chapter,1,19,Sebastian,Court Composer,Common,2,TRUE,Amber,2,2,1,"['Storyborn', 'Ally']",1-19-en-sp.webp
The First Chapter,1,20,Simba,Protective Cub,Common,2,TRUE,Amber,2,3,1,"['Storyborn', 'Hero', 'Prince']",1-20-en-sp.webp
The First Chapter,1,22,Stitch,New Dog,Common,1,TRUE,Amber,2,2,1,"['Storyborn', 'Hero', 'Alien']",1-22-en-sp.webp
The First Chapter,1,24,Timon,Grub Rustler,Common,1,TRUE,Amber,1,2,1,"['Storyborn', 'Ally']",1-24-en-sp.webp
The First Chapter,1,8,LeFou,Bumbler,Uncommon,2,TRUE,Amber,1,2,2,"['Storyborn', 'Ally']",
The First Chapter,1,27,Hakuna Matata,,Common,4,TRUE,Amber,,,,[nan],1-27-en-sp.webp
The First Chapter,1,28,Healing Glow,,Common,1,TRUE,Amber,,,,[nan],1-28-en-sp.webp
The First Chapter,1,32,Dinglehopper,,Common,1,TRUE,Amber,,,,[nan],1-32-en-sp.webp
The First Chapter,1,36,Archimedes,Highly Educated Owl,Common,1,TRUE,Amethyst,2,2,1,"['Dreamborn', 'Ally']",1-36-en-sp.webp
The First Chapter,1,38,Dr. Facilier,Charlatan,Common,2,TRUE,Amethyst,0,4,1,"['Storyborn', 'Villain', 'Sorcerer']",1-38-en-sp.webp
The First Chapter,1,40,Elsa,Queen Regent,Common,4,TRUE,Amethyst,4,4,1,"['Storyborn', 'Hero', 'Queen', 'Sorcerer']",1-40-en-sp.webp
The First Chapter,1,45,Jafar,Wicked Sorcerer,Common,4,TRUE,Amethyst,2,5,1,"['Dreamborn', 'Villain', 'Sorcerer']",1-45-en-sp.webp
The First Chapter,1,46,Jetsam,Ursula's Spy,Common,4,TRUE,Amethyst,3,3,1,"['Storyborn', 'Ally']",1-46-en-sp.webp
The First Chapter,1,47,Magic Broom,Bucket Brigade,Common,2,TRUE,Amethyst,2,2,1,"['Dreamborn', 'Broom']",1-47-en-sp.webp
The First Chapter,1,49,Maleficent,Sorceress,Common,3,TRUE,Amethyst,2,2,1,"['Storyborn', 'Villain', 'Sorcerer']",1-49-en-sp.webp
The First Chapter,1,57,The Wardrobe,Belle's Confidant,Common,3,TRUE,Amethyst,3,4,1,"['Dreamborn', 'Ally']",1-57-en-sp.webp
The First Chapter,1,58,Tinker Bell,Peter Pan's Ally,Common,5,FALSE,Amethyst,3,3,2,"['Storyborn', 'Ally', 'Fairy']",1-58-en-sp.webp
The First Chapter,1,60,Yzma,Alchemist,Common,2,TRUE,Amethyst,2,2,1,"['Dreamborn', 'Villain', 'Sorcerer']",1-60-en-sp.webp
The First Chapter,1,63,Freeze,,Common,2,FALSE,Amethyst,,,,[nan],1-63-en-sp.webp
The First Chapter,1,26,Control Your Temper!,,Common,1,TRUE,Amber,,,,[nan],
The First Chapter,1,69,Aladdin,Prince Ali,Common,2,TRUE,Emerald,2,2,1,"['Storyborn', 'Hero', 'Prince']",1-69-en-sp.webp
The First Chapter,1,73,Duke of Weselton,Opportunistic Official,Common,1,TRUE,Emerald,2,2,1,"['Storyborn', 'Villain']",1-73-en-sp.webp
The First Chapter,1,77,Genie,The Ever Impressive,Common,2,TRUE,Emerald,2,3,1,"['Dreamborn', 'Ally']",1-77-en-sp.webp
The First Chapter,1,79,Horace,No-Good Scoundrel,Common,3,TRUE,Emerald,4,3,1,"['Storyborn', 'Ally']",1-79-en-sp.webp
The First Chapter,1,87,Megara,Pulling the Strings,Common,2,TRUE,Emerald,2,1,1,"['Dreamborn', 'Ally']",1-87-en-sp.webp
The First Chapter,1,89,Mickey Mouse,Steamboat Pilot,Common,3,TRUE,Emerald,3,4,1,"['Storyborn', 'Hero', 'Captain']",1-89-en-sp.webp
The First Chapter,1,91,Peter Pan,Never Landing,Common,3,TRUE,Emerald,3,2,1,"['Dreamborn', 'Hero']",1-91-en-sp.webp
The First Chapter,1,93,Tinker Bell,Most Helpful,Common,4,TRUE,Emerald,2,3,2,"['Storyborn', 'Ally', 'Fairy']",1-93-en-sp.webp
The First Chapter,1,96,Stampede,,Common,1,FALSE,Emerald,,,,[nan],1-96-en-sp.webp
The First Chapter,1,98,Sudden Chill,,Common,2,TRUE,Emerald,,,,[nan],1-98-en-sp.webp
The First Chapter,1,100,Vicious Betrayal,,Common,1,TRUE,Emerald,,,,[nan],1-100-en-sp.webp
The First Chapter,1,102,Stolen Scimitar,,Common,2,TRUE,Emerald,,,,[nan],1-102-en-sp.webp
The First Chapter,1,103,Abu,Mischievous Monkey,Common,3,TRUE,Ruby,3,2,2,"['Storyborn', 'Ally']",1-103-en-sp.webp
The First Chapter,1,105,Aladdin,Street Rat,Common,3,TRUE,Ruby,2,2,1,"['Storyborn', 'Hero']",1-105-en-sp.webp
The First Chapter,1,109,Elsa,Ice Surfer,Common,4,TRUE,Ruby,3,4,1,"['Dreamborn', 'Hero', 'Queen', 'Sorcerer']",1-109-en-sp.webp
The First Chapter,1,29,Just in Time,,Rare,3,FALSE,Amber,,,,[nan],
The First Chapter,1,111,Goofy,Daredevil,Common,5,TRUE,Ruby,3,4,2,"['Dreamborn', 'Hero']",1-111-en-sp.webp
The First Chapter,1,116,Minnie Mouse,Always Classy,Common,1,TRUE,Ruby,1,3,1,"['Storyborn', 'Hero']",1-116-en-sp.webp
The First Chapter,1,119,Peter Pan,Fearless Fighter,Common,3,FALSE,Ruby,3,2,1,"['Storyborn', 'Hero']",1-119-en-sp.webp
The First Chapter,1,120,Pongo,Ol' Rascal,Common,4,TRUE,Ruby,2,3,2,"['Storyborn', 'Hero']",1-120-en-sp.webp
The First Chapter,1,122,Scar,Fiery Usurper,Common,4,TRUE,Ruby,5,3,1,"['Dreamborn', 'Villain']",1-122-en-sp.webp
The First Chapter,1,124,Sergeant Tibbs,Courageous Cat,Common,1,TRUE,Ruby,2,2,1,"['Storyborn', 'Ally']",1-124-en-sp.webp
The First Chapter,1,64,Friends on the Other Side,,Common,3,TRUE,Amethyst,,,,[nan],
The First Chapter,1,133,Tangle,,Common,2,TRUE,Ruby,,,,[nan],1-133-en-sp.webp
The First Chapter,1,138,Aurora,Briar Rose,Common,4,TRUE,Sapphire,2,5,1,"['Storyborn', 'Hero', 'Princess']",1-138-en-sp.webp
The First Chapter,1,144,Donald Duck,Strutting His Stuff,Common,5,TRUE,Sapphire,4,3,2,"['Dreamborn', 'Hero', 'Inventor']",1-144-en-sp.webp
The First Chapter,1,145,Flounder,Voice of Reason,Common,1,TRUE,Sapphire,2,2,1,"['Storyborn', 'Ally']",1-145-en-sp.webp
The First Chapter,1,148,Jasmine,Disguised,Common,3,TRUE,Sapphire,3,3,2,"['Storyborn', 'Princess']",1-148-en-sp.webp
The First Chapter,1,150,Maleficent,Sinister Visitor,Common,4,TRUE,Sapphire,3,4,2,"['Storyborn', 'Villain', 'Sorcerer']",1-150-en-sp.webp
The First Chapter,1,153,Merlin,Self-Appointed Mentor,Common,4,TRUE,Sapphire,3,4,1,"['Dreamborn', 'Mentor', 'Sorcerer']",1-153-en-sp.webp
The First Chapter,1,72,Cruella De Vil,Miserable as Usual,Rare,2,TRUE,Emerald,1,3,1,"['Storyborn', 'Villain']",
The First Chapter,1,155,Mufasa,King of the Pride Lands,Common,6,TRUE,Sapphire,4,6,3,"['Storyborn', 'Mentor', 'King']",1-155-en-sp.webp
The First Chapter,1,156,Philoctetes,Trainer of Heroes,Common,2,TRUE,Sapphire,3,1,1,"['Storyborn', 'Mentor']",1-156-en-sp.webp
The First Chapter,1,161,Develop Your Brain,,Common,1,TRUE,Sapphire,,,,[nan],1-161-en-sp.webp
The First Chapter,1,165,Work Together,,Common,1,TRUE,Sapphire,,,,[nan],1-165-en-sp.webp
The First Chapter,1,169,Magic Golden Flower,,Common,1,TRUE,Sapphire,,,,[nan],1-169-en-sp.webp
The First Chapter,1,171,Aladdin,Cornered Swordsman,Common,2,TRUE,Steel,2,1,2,"['Storyborn', 'Hero']",1-171-en-sp.webp
The First Chapter,1,99,The Beast is Mine!,,Uncommon,3,TRUE,Emerald,,,,[nan],
The First Chapter,1,110,Gaston,Arrogant Hunter,Common,2,TRUE,Ruby,4,2,0,"['Storyborn', 'Villain']",
The First Chapter,1,179,Goons,Maleficent's Underlings,Common,1,TRUE,Steel,2,2,1,"['Storyborn', 'Ally']",1-179-en-sp.webp
The First Chapter,1,181,Hercules,True Hero,Common,3,TRUE,Steel,3,3,1,"['Dreamborn', 'Hero', 'Prince']",1-181-en-sp.webp
The First Chapter,1,182,Kristoff,Official Ice Master,Common,3,TRUE,Steel,3,3,2,"['Storyborn', 'Ally']",1-182-en-sp.webp
The First Chapter,1,187,Prince Eric,Dashing and Brave,Common,2,TRUE,Steel,1,3,1,"['Storyborn', 'Hero', 'Prince']",1-187-en-sp.webp
The First Chapter,1,188,Simba,Future King,Common,1,TRUE,Steel,1,2,1,"['Storyborn', 'Hero', 'Prince']",1-188-en-sp.webp
The First Chapter,1,194,Tinker Bell,Tiny Tactician,Common,3,TRUE,Steel,2,4,1,"['Dreamborn', 'Ally', 'Fairy']",1-194-en-sp.webp
The First Chapter,1,196,Break,,Common,2,TRUE,Steel,,,,[nan],1-196-en-sp.webp
The First Chapter,1,112,LeFou,Instigator,Rare,2,TRUE,Ruby,2,2,1,"['Dreamborn', 'Ally']",
The First Chapter,1,201,Beast's Mirror,,Common,2,TRUE,Steel,,,,[nan],1-201-en-sp.webp
Ursula's Return,4,1,Agustin Madrigal,Clumsy Dad,Common,1,TRUE,Amber,2,2,1,"['Storyborn', 'Mentor', 'Madrigal']",4-1-en-sp.webp
Ursula's Return,4,5,Cogsworth,Majordomo,Common,4,TRUE,Amber,3,3,1,"['Dreamborn', 'Ally']",4-5-en-sp.webp
Ursula's Return,4,7,Daisy Duck,Musketeer Spy,Common,4,TRUE,Amber,2,3,1,"['Dreamborn', 'Hero', 'Musketeer']",4-7-en-sp.webp
Ursula's Return,4,14,Max,Loyal Sheepdog,Common,3,TRUE,Amber,4,3,1,"['Storyborn', 'Ally']",4-14-en-sp.webp
Ursula's Return,4,19,Mirabel Madrigal,Prophecy Finder,Common,2,TRUE,Amber,2,2,1,"['Storyborn', 'Hero', 'Madrigal']",4-19-en-sp.webp
Ursula's Return,4,20,Pluto,Rescue Dog,Common,5,TRUE,Amber,4,5,2,"['Storyborn', 'Ally']",4-20-en-sp.webp
Ursula's Return,4,21,Prince Eric,Seafaring Prince,Common,3,TRUE,Amber,3,3,1,"['Dreamborn', 'Hero', 'Prince']",4-21-en-sp.webp
Ursula's Return,4,23,Stitch,Alien Dancer,Common,2,TRUE,Amber,2,3,1,"['Storyborn', 'Hero', 'Alien']",4-23-en-sp.webp
Ursula's Return,4,25,Ursula,Vanessa,Common,2,TRUE,Amber,1,4,1,"['Storyborn', 'Villain', 'Sorcerer']",4-25-en-sp.webp
Ursula's Return,4,27,First Aid,,Common,1,TRUE,Amber,,,,[nan],4-27-en-sp.webp
Ursula's Return,4,32,Record Player,,Common,2,TRUE,Amber,,,,[nan],4-32-en-sp.webp
Ursula's Return,4,33,Atlantica,Concert Hall,Common,1,TRUE,Amber,,6,,[nan],4-33-en-sp.webp
Ursula's Return,4,37,Belle,Untrained Mystic,Common,3,TRUE,Amethyst,3,3,1,"['Dreamborn', 'Hero', 'Princess']",4-37-en-sp.webp
Ursula's Return,4,41,Dolores Madrigal,Easy Listener,Common,4,TRUE,Amethyst,3,3,2,"['Storyborn', 'Ally', 'Madrigal']",4-41-en-sp.webp
